카테고리,병원 이름,위치,이벤트 제목,가격
제모,데이뷰의원-강서발산점,서울 발산역,젠틀맥스프로플러스 남성제모 Day,"43,000원"
제모,네스트의원,서울 신논현역,브라질리언제모 여의사 토닝 1인실,"88,000원"
제모,데이뷰의원-안양범계점,경기 범계역,젠틀맥스 프로 플러스_남성제모 Day,"2,200원"
제모,데이뷰의원-강서발산점,서울 발산역,여의사시술_여성 바디 제모 Day,"14,900원"
제모,리엔장의원-목동점,서울 오목교역,목동 여자 겨드랑이제모,"20,900원"
제모,유앤아이의원-잠실점,서울 잠실역,유앤아이 첫방문 여자 깔끔 레이저 제모,"10,890원"
제모,유메이비의원,서울 노원역,아포지플러스_남자제모,"50,000원"
제모,리츠피부과의원,서울 강남역,"강남역 겨드랑이, 인중제모-아포지 엘리트플러스","22,000원"
제모,리엔장의원-홍대점,서울 홍대입구역,"리엔장 홍대, 여성 겨드랑이 제모","5,500원"
제모,닥터쁘띠의원-홍대입구점,서울 홍대입구역,홍대입구 아포지플러스 여성 바디 제모 5회,"110,000원"
제모,미러의원,서울 문정역,평일특가 여성제모_여의사,"9,900원"
제모,리버스클리닉-홍대,서울,브라질리언 제모 6회 항문OK 아포지엘리트플러스,"262,900원"
제모,데이뷰의원-여의도점,서울 여의도역,여의사 시술_젠틀맥스 프로플러스 프라이빗 여성 비키니라인&브라질리언&항문 제모Day,"297,000원"
제모,뷰커스의원,서울 양천향교역,아포지플러스 남성 제모 뷰커스,"27,500원"
제모,리엔장의원-인천점,인천 예술회관역,인천 여자 겨드랑이제모,"11,000원"
제모,유앤아이의원-부산점,부산 서면역,유앤아이 여자 깔끔 제모 이벤트,"10,890원"
제모,사적인아름다움지유의원-일산점,경기 정발산역,여자 제모 겨드랑이 5회,"36,000원"
제모,유픽의원-송도점,인천 인천대입구역,깔끔한 자기관리_남성제모,"16,400원"
제모,닥터쁘띠의원-인천구월점,인천 예술회관역,인천 구월동 여성 브라질리언 제모_여의사 지정가능,"55,000원"
제모,리츠피부과의원,서울 강남역,"젠틀맥스프로플러스, 아포지엘리트플러스 수염제모","198,000원"
제모,하이린의원,대구 반월당역,대구 하이린 여자제모 젠틀맥스프로플러스 이벤트,"440,000원"
제모,뷰티블라썸의원,서울 홍대입구역,남성 수염 제모_제모 후 진정포함 _ 아포지플러스 새 장비,"20,900원"
제모,유앤아이의원-영등포점,서울 영등포역,유앤아이 첫방문 남성 레이저제모,"7,700원"
제모,데이뷰의원-강서발산점,서울 발산역,여의사시술_여성 브라질리언제모 Day,"126,000원"
제모,닥터쁘띠의원-대전점,대전 탄방역,여성 제모 이벤트_여의사 지정 시술,"9,900원"
제모,브이에스(VS)라인의원-인천구월점,인천 인천터미널역,인천 여의사_브라질리언 제모_아포지플러스,"42,900원"
제모,신사에그의원,서울 신사역,신사역 아포지플러스 여성제모,"16,500원"
제모,데이뷰의원-여의도점,서울 여의도역,"젠틀맥스 프로플러스, 1년패스 느좋남 남성 제모 Day","239,000원"
제모,유앤아이의원-구로점,서울 구로디지털단지역,유앤아이 여성 제모 모음,"10,890원"
제모,뷰티블라썸의원,서울 홍대입구역,"여성 겨드랑이 케어_보톡스, 토닝, 제모","9,900원"
제모,유앤아이의원-부천점,경기 부천시청역,여자 깔끔 레이저 제모,"33,000원"
제모,픽셀랩성형외과의원,서울 강남역,"얼굴,바디 깔끔하게 & 브라질리언제모  비접촉식&1인실&여의사","59,000원"
제모,룩엣미의원,서울 문정역,인중 앞턱 남성제모,"44,000원"
제모,프리아의원,서울 강남역,프리아 여성브라질리언제모,"66,000원"
제모,리츠피부과의원,서울 강남역,"피부과전문의, 팔제모, 다리제모 아포지엘리트플러스","550,000원"
제모,룩엣미의원,서울 문정역,"여의사 겨드랑이 제모, 토닝_미백, 겨땀억제","108,900원"
제모,레이디유로비뇨기과의원,서울 신사역,겨드랑이&상체 제모,"10,000원"
제모,아젤린의원,경기 정자역,여성 제모 5회 패키지_모투스AX,"55,000원"
제모,나를의원,서울 신사역,제모이벤트,"9,900원"
제모,세니아의원,서울 신논현역,아포지 레이저 제모,"165,000원"
제모,우리성형외과,서울 선릉역,우리 젠틀맥스프로 남성 제모,"43,000원"
제모,대구엣지성형외과의원,대구 반월당역,"깨끗,상쾌하게 대구 겨드랑이 제모","49,500원"
제모,유앤아이의원-창원점,경남,유앤아이 여자깔끔제모,"9,900원"
제모,리버스클리닉-강남,서울 강남역,남자제모 수염제모 젠틀맥스프로 아포지엘리트플러스 레이저제모,"163,900원"
제모,세라미크의원-강남점,서울 신논현역,여성제모_아포지 플러스_아발란체X세라미크의원,"3,900원"
제모,데이뷰의원-마포홍대점,서울 홍대입구역,여성 브라질리언 제모 Day,"349,000원"
제모,닥터쁘띠의원-인천구월점,인천 예술회관역,인천 구월동 여성 얼굴&바디 제모,"9,900원"
제모,세라미크의원-강남점,서울 신논현역,남성제모_젠틀맥스 프로플러스_아발란체X세라미크의원,"19,000원"
제모,에르네의원,서울 강남역,강남 에르네의원 바디제모 5회 젠틀맥스프로,"55,000원"
제모,유앤아이의원-천안점,충남 아산역,첫방문 깔끔 여자제모,"6,490원"
제모,리버스클리닉-명동,서울,"남자 레이저제모 인중, 턱끝","108,900원"
제모,모던스탠다드의원,서울 신논현역,젠틀맥스프로플러스 남자 브라질리언제모,"165,000원"
제모,메이드유의원-강남점,서울 강남역,브라질리언 아포지제모,"69,300원"
제모,미앤미의원-강남점,서울 강남역,반영구 여자 레이저 제모_아포지엘리트플러스,"90,200원"
제모,하이린의원,대구 반월당역,대구 하이린 남자제모 젠틀맥스프로플러스 이벤트,"880,000원"
제모,닥터쁘띠의원-대전점,대전 탄방역,대전 탄방동 여성 브라질리언 제모_여의사 시술,"75,900원"
제모,사적인아름다움지유의원-일산점,경기 정발산역,젠틀맥스 남성 제모 오 플러스 일,"11,000원"
제모,데이뷰의원-마포홍대점,서울 홍대입구역,여성 다리제모 Day,"187,000원"
제모,샤인유의원-수원점,경기 수원시청역,샤인유_아포지 플러스 여성 제모,"8,800원"
제모,리버스클리닉-홍대,서울,"남자제모 6회, 코밑 턱끝 레이저제모 아포지엘리트플러스","108,900원"
제모,디에스타의원-수원광교점,경기 광교중앙(아주대)역,수원광교 아리온 여성 레이저제모_여의사 시술,"5,390원"
제모,신소애여성의원,서울 언주역,올누드 레이저제모,"400,000원"
제모,더끌림산부인과의원,서울 명동역,아포지 레이저 제모,"11,000원"
제모,닥터쁘띠의원-인천구월점,인천 예술회관역,인천 구월동 남성 얼굴 제모,"22,000원"
제모,바노바기의원-창원점,경남,"여성 겨드랑이,인중 제모","2,200원"
제모,유앤아이의원-잠실점,서울 잠실역,유앤아이 첫방문 깔끔 남자 레이저 제모,"10,890원"
제모,브이에스(VS)라인의원-일산점,경기 정발산역,일산 젠틀맥스프로플러스 남성 수염 제모,"31,900원"
제모,닥터쁘띠의원-홍대입구점,서울 홍대입구역,홍대입구 남성 얼굴 전체 제모 이벤트 5회,"220,000원"
제모,신사에그의원,서울 신사역,신사역 아포지플러스 남성제모,"33,000원"
제모,케이트의원,서울 홍대입구역,화이트닝 제모 3회,"99,000원"
제모,닥터쁘띠의원-홍대입구점,서울 홍대입구역,홍대입구 인중 & 앞턱 제모 이벤트 5회,"110,000원"
제모,클로버산부인과의원,서울 신사역,클로버산부인과 브라질리언 레이저제모,"330,000원"
제모,워너비라인의원,부산 서면역,워너비라인 제모&레이저,"22,000원"
제모,올림피움채움올피채의원-강서점,서울 발산역,젠틀맥스프로플러스 여성 제모 첫방문 이벤트 올피채 강서,"13,900원"
제모,뷰커스의원,서울 양천향교역,아포지플러스 여성 제모 뷰커스,"20,900원"
제모,청담엘의원,인천 부평역,털털함을 날리는 레이저 제모,"55,000원"
제모,데이뷰의원-마포홍대점,서울 홍대입구역,남성 바디제모 Day,"95,000원"
제모,브이모먼트의원,서울 압구정로데오역,"쉐이빙X쿨링 포함, 브라질리언X회음부X항문 올누드 제모 5회,  비키니라인제모","550,000원"
제모,종로연세의원,서울 동대문역,"페이스, 바디 노블린 레이저제모","19,900원"
제모,유앤아이의원-일산점,경기 정발산역,유앤아이 깔끔 남자 레이저 수염 제모,"16,500원"
제모,엠레드의원,서울 청담역,젠틀맥스프로플러스 1회 체험가,"75,900원"
제모,셀린의원-강남점,서울 강남역,젠틀맥스 프로_여성 바디 제모,"38,500원"
제모,리버스클리닉-수원,경기,"여자 겨드랑이제모 인중제모를 한번에, 리버스클리닉","11,000원"
제모,리버스클리닉-강남,서울 강남역,"남자 얼굴전체&목 제모 6회, 젠틀맥스프로, 아포지엘리트플러스","275,000원"
제모,강남아이디의원,서울 강남역,강남 아이디 바디제모,"8,800원"
제모,리즈온의원-건대점,서울 건대입구역,아포지플러스 남성 수염제모,"66,000원"
제모,레이디유로비뇨기과의원,서울 신사역,인중&헤어라인 제모,"10,000원"
제모,유픽의원-송도점,인천 인천대입구역,깔끔뽀송피부_여성제모,"10,900원"
제모,더붐의원,부산 서면역,더붐의원 여성제모,"27,500원"
제모,유앤아이의원-목동점,서울 오목교역,유앤아이 첫방문 깔끔 레이저제모 이벤트,"42,900원"
제모,강남아이디의원,서울 강남역,강남 아이디 얼굴제모,"17,600원"
제모,뷰티블라썸의원,서울 홍대입구역,여의사 1인실_브라질리언 제모,"289,000원"
제모,리버스클리닉-수원,경기,"남자 인중제모 1회, 레이저제모 프로그램, 리버스클리닉","11,000원"
제모,플로리아의원,부산 범내골역,부산 플로리아 브라질리언 제모_여의사시술,"275,000원"
제모,바노바기의원-창원점,경남,남성 얼굴전체 제모,"60,500원"
제모,아비쥬의원-강남점,서울 강남역,아비쥬의원 - 여성제모 5회,"20,900원"
제모,리버스클리닉-수원,경기,"수원-겨드랑이제토닝, 제모와 미백을 한번에, 리버스클리닉","108,900원"
제모,브이에스(VS)라인의원-일산점,경기 정발산역,여성 브라질리언 제모_여의사 시술,"93,500원"
제모,아젤린의원,경기 정자역,남성 제모 패키지 _모투스AX,"22,000원"
제모,유앤아이의원-안양점,경기 범계역,유앤아이 남성 레이저 제모 이벤트,"27,500원"
제모,브이에스(VS)라인의원-일산점,경기 정발산역,일산 젠틀맥스프로플러스 여성 브라질리언 제모_여의사 시술,"53,900원"
제모,강남에스터산부인과의원,서울 신논현역,강남에스터 여의사 레이저제모,"110,000원"
제모,올림피움채움올피채의원-강서점,서울 발산역,젠틀맥스프로플러스 남성 제모 이벤트 올피채 강서,"39,000원"
제모,샤인유의원-수원점,경기 수원시청역,샤인유_여성 브라질리언 제모_여의사 시술 첫방문,"49,500원"
제모,리버스클리닉-강남,서울 강남역,"겨드랑이 제토닝 6회, 제모와 토닝을 한번에","165,000원"
제모,잠실미의원,서울 잠실새내역,"겨드랑이,다리,브라질리언제모","19,800원"
제모,리즈온의원-건대점,서울 건대입구역,"여원장님, 1인실, 비접촉식으로 위생적인 아포지플러스  브라질리언 제모","297,000원"
제모,유앤아이의원-천안점,충남 아산역,유앤아이 첫방문 깔끔 남자제모,"9,790원"
제모,더이뻐의원,서울 신사역,더이뻐 여성 제모 이벤트,"10,890원"
제모,유앤아이의원-부산점,부산 서면역,유앤아이 깔끔 남자 제모 이벤트,"38,500원"
제모,갤럭시성형외과의원,부산 서면역,갤럭시 9주년 털 제모 레이저,"20,000원"
제모,리버스클리닉-명동,서울,내맘대로 3부위 제모 5회,"273,900원"
제모,샤인유의원-수원점,경기 수원시청역,샤인유_남성 제모 첫방문,"16,500원"
제모,비비의원,서울 강남역,여의사 브라질리언제모,"259,000원"
제모,리버스클리닉-강남,서울 강남역,남자제모 U라인 젠틀맥스프로 아포지엘리트플러스 레이저제모,"231,000원"
제모,케이톡스의원-강서마곡점,서울 발산역,여자 겨드랑이 듀얼제모 J,"20,900원"
제모,이에스청담성형외과의원,서울 압구정로데오역,ES.수면어디든제모&피부치료,"99,000원"
제모,케이톡스의원-인천구월점,인천 인천터미널역,젠틀맥스 남자턱제모 5회,"110,000원"
제모,유앤아이의원-대전점,대전 정부청사역,깔끔 남성 레이저 제모,"185,900원"
제모,셀린의원-강남점,서울 강남역,젠틀맥스 프로_남성 얼굴 제모,"31,900원"
제모,데이뷰의원-강남점,서울 강남역,젠틀맥스프로플러스 여성 브라질리언&비키니라인 제모 Day,"220,000원"
제모,신통정형외과의원,경기 도농역,남양주 다산역_남성 인중&턱끝 제모_얼굴전체제모_수염제모,"27,500원"
제모,신통정형외과의원,경기 도농역,남양주 다산역_여성 레이저 제모_겨드랑이제모_인중제모,"11,000원"
